year,genre,duration,country,avg_vote,votes,rlwide_gross_income,reviews_from_critics
2011,"Drama, Romance",110,"France, Germany",6.6,4470,514913,93
2015,"Action, Comedy, Crime",91,Hungary,6.9,1723,515522,2
2011,"Comedy, Fantasy, Romance",90,Netherlands,4.5,442,516423,4
2018,"Crime, Romance, Thriller",104,"Canada, USA",4.3,10031,517608,65
2013,"Comedy, Romance",97,"Spain, Argentina",4.7,237,517625,3
2014,Drama,102,"Belgium, France",6.6,547,518858,24
2010,"Comedy, Drama",101,"Spain, Argentina",6.4,483,521131,5
1989,"Animation, Adventure, Family",102,Japan,6.6,159,521938,
1997,"Comedy, Drama, Romance",93,USA,6,2335,523025,35
2001,Romance,97,Hong Kong,6.4,157,524286,1
2008,"Comedy, Drama, Romance",95,USA,6.9,13486,526245,158
2012,"Action, Adventure, Drama",83,UK,4.6,4950,526414,56
2017,"Biography, Drama, Music",117,Brazil,7.1,221,528837,1
2004,"Comedy, War",84,UK,4.9,2301,529546,14
2015,Drama,92,USA,5.9,5240,531046,55
2007,"Comedy, Romance",105,USA,5.8,1709,532726,14
1991,"Comedy, Drama",88,USA,7,1262,532933,8
2002,"Adventure, Drama, Romance",96,Spain,4.2,106,534860,1
2001,"Action, Horror, Mystery",111,"USA, Netherlands",4.5,3875,535658,41
2014,Comedy,95,Italy,5.4,148,536396,2
2018,"Comedy, Drama",114,India,7.5,9458,536525,11
2002,"Comedy, Drama, Fantasy",88,Czech Republic,7.3,985,538146,5
2013,"Comedy, Drama",92,"Italy, Switzerland, France",6.6,501,538992,24
2013,"Crime, Drama, Thriller",90,Denmark,5.5,1287,539631,4
2014,Drama,190,UK,9,358,540754,1
2019,"Animation, Fantasy",116,Japan,6,120,540981,12
1998,"Biography, Comedy, Romance",87,USA,5.4,1655,541636,32
2003,"Action, Comedy, Crime",120,Poland,6,615,543998,
2007,"Crime, Drama, History",124,USA,6.6,1833,544925,70
2017,"Drama, History, Romance",130,"Czech Republic, Poland, Slovakia",5.6,117,545677,13
1986,"Drama, Romance",114,"Italy, France",5.8,1240,546904,15
2013,Comedy,100,Russia,4.2,103,547009,
2002,"Drama, Comedy",105,Singapore,7.1,1033,547751,3
2014,"Drama, Family, Sport",98,USA,6.5,1617,549185,15
2014,"Crime, Horror, Thriller",100,"Spain, USA",5.2,12987,550108,139
2006,"Comedy, Drama, Sport",93,Iran,7.3,6983,551169,122
2013,Comedy,160,India,2.7,606,552188,
2003,"Comedy, Romance",92,Switzerland,5.1,1069,554082,10
2017,"Comedy, Drama, Romance",150,India,6.8,343,554305,
2008,"Comedy, Romance",90,Argentina,5.7,216,556558,2
2008,"Drama, War",100,"France, Tunisia",6.7,658,558489,21
2008,"Mystery, Thriller",108,Finland,5.1,527,559555,
2013,Thriller,105,"Australia, USA",6.1,4598,561369,46
2004,Horror,85,Italy,4.2,362,561950,8
2006,"Drama, Comedy, Romance",127,"UK, USA",6.2,2899,563162,30
2002,"Comedy, Drama, Sport",99,USA,6.9,9372,563711,42
2012,"Action, Crime, Fantasy",118,China,5.8,2060,566326,20
2014,"Action, Crime",96,"China, Hong Kong",6.8,1790,566985,27
2008,Comedy,108,"Spain, Cuba",6.9,313,569180,4
2013,Drama,104,Italy,6.9,233,570104,14
1999,Drama,125,"USA, Germany",6.6,3891,570708,40
2007,Drama,90,Brazil,7,726,572836,8
2018,Crime,103,UK,3.5,327,573194,2
2006,"Crime, Drama, Thriller",101,Hong Kong,6,307,576058,8
2013,"Comedy, Drama",105,Philippines,7,125,578482,3
2006,"Animation, Action, Comedy",90,South Korea,6.8,1542,579717,29
2000,"Comedy, Romance, Drama",82,"USA, Canada",6.2,5026,580372,22
2015,Comedy,101,Italy,6.3,329,582563,1
2014,"Comedy, Drama",89,Germany,5,446,583178,20
2019,Drama,98,"France, Portugal",5.7,329,584408,38
1988,"Animation, Comedy, Family",76,USA,4.8,561,586938,1
2003,"Comedy, Sport",100,Thailand,5.1,209,588075,5
2016,Drama,110,"UK, USA",7.7,323,589289,17
2000,"Drama, Musical, Romance",207,India,5.4,1737,590000,3
2011,"Comedy, Romance",80,Germany,6.6,478,592049,15
2012,"Biography, Crime, Drama",90,USA,6.4,29199,592116,294
2013,Action,143,India,5.1,9682,594283,11
2001,"Comedy, Drama, Romance",109,"Germany, USA",7.2,5290,595005,47
2004,"Animation, Comedy, Crime",80,"Germany, Ireland, Taiwan",3.8,223,595723,7
2003,"Drama, Mystery, Romance",95,France,5.7,901,598131,8
2018,"Action, Crime, Thriller",89,"UK, USA",4.2,4732,598625,21
2016,Drama,114,South Korea,7.3,2255,599913,28
2016,Drama,127,"Belgium, France",6.7,3784,600455,57
2002,"Drama, History",121,Turkey,5.8,592,602107,
2018,"Drama, Romance",105,Japan,6.8,124,602803,1
2019,"Action, Thriller",166,India,6.7,2851,605756,5
2007,"Family, Mystery",74,Norway,5.2,160,606843,1
2001,"Comedy, Romance",99,Hong Kong,5.8,262,607104,2
1992,"Mystery, Thriller",90,"USA, Japan, UK",5,2017,608866,4
2002,"Drama, Romance",90,France,6.7,1760,609542,56
2011,"Drama, Romance, Thriller",101,"USA, Germany, Saudi Arabia",6.5,17989,610986,57
2013,"Crime, Drama, Horror",98,"Spain, Canada",5.9,7833,612521,56
2005,Drama,130,Japan,7,506,613655,6
2014,Thriller,87,Belgium,6.5,989,615184,2
2018,"Drama, History, War",125,"Serbia, Greece",6.9,725,617831,5
2011,"Drama, History, Romance",99,France,6.6,1238,618103,52
2012,Drama,115,"Austria, Germany, France",6.8,3928,618696,88
1993,Horror,94,Mexico,6.7,25045,621392,96
2004,Drama,131,"Sweden, UK",5.2,397,622752,4
2008,Drama,98,"Sweden, France",7.1,4397,623849,42
2007,"Horror, Thriller",80,Russia,4.2,814,626032,20
2008,"Romance, Thriller",85,Mexico,6.5,353,627854,1
2006,Horror,92,Thailand,5.1,141,627896,4
2010,"Horror, Thriller",78,"Estonia, Russia",3.6,489,630706,3
2015,"Drama, Romance, War",123,"Croatia, Serbia, Slovenia",7.1,3034,631431,52
2006,"Action, Crime, Thriller",110,Hong Kong,6.5,1621,633350,23
2011,"Drama, Romance",124,"China, Hong Kong",6.7,710,634784,13
1999,"Drama, Romance, War",138,USA,6.7,12377,635096,93
2014,"Comedy, Drama",87,USA,5.9,17471,636819,111
2011,"Drama, Horror",99,USA,5.3,8950,638274,100
2016,Horror,80,Russia,3.5,362,639052,3
2008,Comedy,105,Hong Kong,4.4,101,639335,2
2013,"Comedy, Crime, Drama",84,"Norway, Czech Republic",5.3,451,642575,14
2018,Comedy,88,France,6.2,132,643811,6
2019,Comedy,110,Germany,5.4,113,644155,13
2004,"Comedy, Drama, Romance",95,Netherlands,4.5,410,647110,3
2008,Drama,119,"Australia, South Africa",6.5,5078,648121,87
2016,"Crime, Thriller",110,Australia,6.4,3700,650352,47
2011,"Action, Comedy, Crime",128,India,2.9,2378,652756,14
2015,"Comedy, Drama",105,Australia,6,329,654116,19
2002,"Crime, Drama",125,France,5.6,377,655465,3
1988,"Action, Drama",97,USA,6.3,552,657190,7
1988,"Drama, Horror, Romance",99,USA,5.8,1958,657446,17
2003,"Comedy, Crime",99,Spain,4.3,193,657972,1
2014,"Action, Crime, Drama",108,"Australia, UK, Canada",6.5,24728,660241,105
2012,"Animation, Adventure, Comedy",88,South Korea,5.4,557,661681,14
1992,"Biography, Drama",126,"France, Italy",7,2071,662341,11
2013,Horror,91,China,3.3,105,663637,2
2011,Drama,95,"Italy, USA",5.8,2436,666922,14
2013,"Drama, History, War",118,"Poland, Lithuania",4.9,724,667149,
1995,"Drama, Thriller",106,"South Africa, USA",6.8,1625,670727,16
2011,"Drama, War",128,Spain,7.3,2061,670981,13
2003,"Drama, Fantasy, Horror",398,USA,6.8,156,673268,1
2016,Comedy,99,France,6.3,873,675625,9
2008,"Mystery, Thriller",105,"France, Japan",5.4,814,676097,25
2017,"Comedy, Drama",92,France,5.8,231,677086,5
2016,"Action, Drama",157,India,7.1,11773,678057,12
2002,"Action, Adventure, Comedy",105,Turkey,2,652,680581,
2015,Horror,85,Hong Kong,4.2,121,680791,2
1996,"Action, Sport",90,USA,4.8,2727,684351,19
2003,"Comedy, Drama, Fantasy",106,USA,5.5,4777,686846,15
2019,Action,106,Poland,3.2,192,687079,
2014,"Drama, Mystery",119,China,7.7,1182,690000,9
2013,Comedy,91,South Africa,6.2,1044,691342,2
1992,"Comedy, Drama",81,USA,6.5,2406,692585,19
2008,"Animation, Adventure, Comedy",94,USA,4.3,2744,694782,44
2003,Comedy,112,Hong Kong,4.8,133,695909,3
2011,"Comedy, Musical",107,Russia,7.7,1183,696511,14
2007,"Adventure, Comedy, Crime",143,India,7.3,4347,698960,3
2007,"Action, Comedy, Crime",94,Hong Kong,5.1,105,699248,4
2009,"Adventure, Family",95,Belgium,4.1,106,700422,4
2005,Comedy,90,Italy,6,141,704645,5
2015,Animation,90,China,5.6,113,706354,
2011,"Comedy, Music, Romance",130,Thailand,7.5,1897,707760,8
2009,"Drama, Thriller",100,Turkey,7.1,1876,708526,
1996,"Comedy, Drama",100,"UK, Ireland, USA",6.7,4006,712095,28
2012,"Action, Biography, Drama",104,"Norway, Sweden, France",7.2,18344,712216,46
2016,Drama,72,South Korea,6.6,146,715227,4
2019,Drama,95,France,6.5,107,715999,2
2011,"Comedy, Music",114,"UK, Ireland",6.4,5840,717798,66
2013,"Crime, Drama",107,Finland,6.3,1659,720732,2
2018,"Comedy, Horror",128,India,7.7,22768,720797,21
2018,"Adventure, Drama, Thriller",136,"Australia, USA, Canada",7.2,5328,724722,120
2013,"Action, Crime, Drama",138,India,5,3509,725588,17
2014,"Adventure, Comedy",95,"Iceland, USA",5.9,2398,727594,59
2015,Drama,110,Taiwan,5.6,127,728363,
2008,"Comedy, Romance",105,South Korea,6.3,193,732067,2
2005,Comedy,137,Hong Kong,5.8,364,734141,3
2003,"Comedy, Drama",95,Poland,7.1,1048,734471,2
2012,"Biography, Comedy, Drama",121,Serbia,7.3,1100,736843,3
2012,"Comedy, Romance",126,India,7.8,36596,739085,19
2019,"Action, Drama, War",113,Russia,5.7,505,739934,4
2011,Comedy,110,"Brazil, Spain",5,140,743012,3
2016,Musical,120,USA,5.5,229,744046,
2004,Drama,110,Thailand,6.8,158,746500,5
2011,"Action, Comedy, Horror",86,Canada,6.1,42507,748453,281
2015,"Drama, Music",102,Brazil,6.8,646,749315,20
2005,"Biography, Drama",99,USA,7.3,6800,750212,50
2009,"Drama, Fantasy",161,"France, Germany, Italy, Canada, Japan",7.3,63515,754249,222
2013,"Comedy, Romance",102,Taiwan,6.1,255,756949,
2015,"Action, Crime, Drama",149,India,5.7,5121,758478,34
2006,"Comedy, Crime, Thriller",104,Italy,6.4,354,760249,3
2007,"Comedy, Drama",101,USA,6.6,12624,763578,87
2009,"Comedy, Crime, Drama",96,"France, USA",5.9,4902,763728,26
2018,Horror,90,Turkey,7.2,825,767878,2
2012,"Animation, Action, Adventure",86,Japan,7.1,1562,768533,7
2008,Comedy,108,Chile,6.6,216,769985,
2015,"Drama, Horror, Thriller",79,USA,6.4,15079,772319,138
2010,"Biography, Drama, Romance",98,"Germany, Austria",6.1,353,772508,23
1999,Comedy,97,Canada,6.9,1650,774469,15
2011,"Adventure, Comedy",99,Spain,2.8,190,776049,
1999,Comedy,98,Canada,5.3,175,777477,
1992,"Drama, Thriller",90,"Australia, USA",4.6,225,778535,3
2008,"Horror, Thriller",95,Austria,6,689,779680,18
2016,"Adventure, Comedy, Family",92,Germany,5.5,163,780412,10
1982,"Crime, Drama, Thriller",124,France,6.5,258,781151,1
2008,"Action, Drama",137,Egypt,5.9,500,783907,
2010,"Drama, Romance",107,Spain,6.1,20914,784531,43
2006,"Comedy, Drama",112,Brazil,7.4,4355,786460,7
2005,"Drama, Fantasy, Romance",91,"UK, France, Canada",3.3,1608,789713,3
2003,"Action, Crime, Thriller",128,"Finland, Sweden, Germany",7.1,1966,790941,2
2007,Horror,82,France,6.8,35182,792184,183
2007,"Horror, Thriller",93,Denmark,5.6,799,796205,2
2009,"Crime, Romance",93,"Switzerland, France",6.7,865,796346,14
2018,"Action, War",109,Turkey,5.5,852,797118,1
2007,"Action, Romance",105,Russia,5.9,121,800248,
1998,"Drama, Fantasy",119,Japan,7.7,9056,801985,89
2000,"Comedy, Romance",97,"Ireland, UK, USA",5.8,6207,802951,38
2013,"Horror, Thriller",96,"USA, Canada, Indonesia",6,34123,805574,220
2014,Drama,102,Italy,5.3,359,807225,6
2016,Action,93,China,5.5,562,807340,17
2018,"Comedy, Sport",123,India,8.2,2297,809541,11
2016,Horror,132,Turkey,5.5,1832,810229,3
2013,"Drama, Music",135,South Korea,7,125,811361,3
2014,"Comedy, Drama",102,Czech Republic,5.7,208,815154,33
1977,"Comedy, Drama",98,USA,6.5,617,815530,20
2017,"Animation, Action, Drama",83,Japan,8,1127,817874,5
2007,Comedy,94,Germany,5.4,595,820751,6
2017,"Action, Comedy, Sci-Fi",93,Italy,5.6,791,822764,3
2010,"Crime, Drama",85,Italy,6.4,660,822838,19
2012,"Comedy, Drama",113,Czech Republic,5.3,117,825261,16
2003,"Comedy, Drama, Romance",96,"USA, France, UK",6.7,10591,826617,76
2015,"Action, Mystery, Thriller",139,India,7.6,14689,827437,28
2001,"Comedy, Drama, Romance",94,"USA, UK, Germany",6.2,7553,830286,59
2008,"Crime, Drama",92,"Germany, Italy",6.8,3502,831517,37
2019,"Drama, History",103,,7.9,1278,833008,
1985,Drama,106,USA,6.1,2190,836156,13
1984,Comedy,108,USA,5.9,1382,837914,
2014,"Action, Biography, Drama",122,India,6.8,9309,839840,29
2012,"Comedy, Drama",87,Germany,5.8,487,841747,11
2004,Drama,106,Australia,6.1,745,841761,8
2014,"Action, Drama, Romance",152,India,2.3,56678,843232,21
2017,Comedy,90,Italy,5.7,483,846581,3
2001,"Action, Drama, Thriller",96,"UK, Canada",5.3,2896,848969,8
2004,Comedy,110,Spain,3.7,174,850807,
2015,"Comedy, Drama",108,Netherlands,6.4,1100,852540,5
2003,"Comedy, Musical",100,Canada,7.2,5580,854994,106
2005,"Drama, Romance, Thriller",108,USA,6.4,17499,855009,69
2011,"Comedy, Drama, Romance",79,Norway,5,902,857995,3
1997,"Drama, Romance",108,USA,6.4,5262,858553,29
2003,"Biography, Drama, Mystery",120,"France, UK",6.7,812,860094,23
2018,Comedy,118,"France, Belgium",5.2,352,862888,2
2009,Comedy,102,Poland,3.7,294,863598,
2017,Music,99,Norway,7.7,183,866163,
2009,"Crime, Thriller",100,UK,6.7,24044,867714,211
2006,"Crime, Drama, Mystery",97,UK,6.3,6773,869352,95
2008,Drama,100,"Germany, Poland",6.3,879,870504,8
2004,"Crime, Thriller",112,"Mexico, UK",6.4,514,873756,7
2009,"Drama, Fantasy, Horror",84,Mexico,4,132,874746,1
2005,"Crime, Drama, Romance",100,Thailand,7.2,291,874800,3
2009,"Drama, Mystery, Thriller",119,"Iran, France",8,39683,878642,147
2012,"Comedy, Drama, Romance",119,Hong Kong,5.4,952,879728,8
2011,Drama,141,Japan,6.3,140,882185,9
2000,"Drama, Romance, Western",120,"UK, France, Canada",6.4,5779,885836,73
2007,Drama,99,Canada,6.1,1242,887065,27
2013,"Action, Drama, History",103,USA,4.5,676,887851,2
2005,"Musical, Drama, Romance",180,India,4.7,3009,891789,15
2009,Horror,110,Thailand,5.7,114,892591,2
2005,"Horror, Mystery, Thriller",94,USA,4,5160,894722,60
2017,"Horror, Mystery, Thriller",100,South Korea,6.3,524,897077,13
2019,"Drama, Thriller",108,Netherlands,6.4,649,898414,11
2002,"Drama, Romance",174,India,5.4,6043,899867,13
2006,"Comedy, Drama, Family",96,Sweden,4.6,819,901159,4
1995,"Comedy, Drama",105,"Cuba, Spain, Germany",6.9,1363,903840,24
2004,"Drama, Horror, Romance",88,Hong Kong,6,1735,903959,41
2011,"Drama, Romance",100,"USA, Russia",4.6,2108,908578,5
2017,"Crime, Drama, Romance",86,"France, Belgium, China, USA",4.9,2423,910269,46
2001,Drama,105,France,5.8,942,913068,2
1994,"Action, Adventure, Romance",91,"Hong Kong, China",5.1,328,915496,6
2005,Comedy,98,USA,5.4,3079,915649,74
2012,Drama,145,China,6.9,2908,918487,41
2013,Drama,100,USA,6.2,25863,919591,119
2009,"Drama, Mystery, Thriller",111,Australia,7.1,2389,922612,25
2005,Drama,107,Italy,5.4,198,923555,3
2007,"Drama, Musical, Romance",95,Brazil,7.1,430,926400,4
2008,"Comedy, Romance",96,Russia,6.6,475,927277,
2008,"Adventure, Biography, Drama",126,"Germany, Austria, Switzerland",7.4,13867,927704,90
2005,"Comedy, Drama, Romance",145,India,5.5,4204,932184,22
2017,"Animation, Adventure, Comedy",85,Canada,4.9,247,933330,5
2008,Drama,108,Sweden,2.6,532,934592,5
2018,"Biography, Drama",123,"Sweden, Denmark",7.1,3389,938766,53
1988,"Action, Horror, Sci-Fi",91,Canada,5.4,3751,940173,25
2004,Drama,100,Spain,6.5,685,941834,6
2018,"Comedy, Drama, Family",92,"Netherlands, Belgium",6,284,945705,2
2006,"Comedy, Romance",95,USA,6.1,11440,945718,27
1982,Comedy,105,USA,5.2,620,946461,22
2018,Drama,138,South Korea,7.4,327,952467,21
2005,"Action, Crime, Thriller",93,"Hong Kong, Macao",7,10738,954211,57
2006,"Comedy, Drama, Romance",119,Japan,6.5,192,956492,5
2007,"Biography, Comedy, Drama",114,Germany,6.5,2652,957744,30
2018,Comedy,96,"France, Belgium",4.5,332,961715,3
2010,"Horror, Thriller",100,Thailand,4.3,259,961860,4
2015,Thriller,110,South Korea,6.1,384,965717,1
2013,Thriller,84,Mexico,4.5,227,966427,2
2009,Comedy,110,Argentina,6.7,346,968106,13
2008,Drama,100,"France, Germany",7.1,3868,973539,117
2014,"Action, Comedy, Crime",102,UK,6,7370,973987,29
2017,"Animation, Adventure",96,Mexico,6.6,475,976967,11
1991,Comedy,89,USA,5.1,6959,978775,2
2012,Drama,102,USA,6.4,16001,983124,78
2011,"Crime, Thriller",90,France,5.9,639,984458,6
2014,"Crime, Drama, Thriller",94,Italy,6.4,551,991494,8
2013,"Crime, Drama, Thriller",90,"USA, France",7.1,60611,993313,297
2006,"Horror, Thriller",97,Austria,5.5,2333,994004,33
2016,Comedy,98,France,6.4,400,997890,5
2015,Action,128,India,7.1,21446,998582,15
2016,Drama,108,France,6.7,1390,1000474,32
2017,"Action, Comedy",117,South Korea,5.4,259,1007301,2
1996,"Drama, Family",93,USA,6.3,2694,1007822,15
2003,"Drama, Romance",90,"Belgium, Luxembourg, France",6.5,428,1008622,20
2002,"Comedy, Drama",88,Finland,6,1729,1011700,
2014,"Comedy, Drama",104,Germany,6.1,151,1012611,12
2017,Drama,103,France,5.6,283,1013214,10
2018,Romance,156,India,6.9,5771,1016545,21
2009,"Drama, History, Romance",105,Italy,6.8,1355,1018995,18
2013,Drama,108,"Mexico, Spain, Guatemala",7.7,4153,1021223,82
2008,Comedy,89,France,5.1,139,1024947,4
2007,"Mystery, Thriller",89,Spain,6.7,18016,1028290,45
2007,Drama,128,Japan,6.5,217,1028387,3
2008,"Action, Comedy, Drama",93,Italy,1.9,524,1031340,3
2006,"Comedy, Crime",104,Czech Republic,4.9,236,1032261,
2016,Comedy,90,Turkey,4.2,1042,1033257,
2015,"Comedy, Romance",95,Italy,5,143,1035832,2
2006,"Comedy, Crime, Romance",105,Egypt,5.1,670,1036415,
2005,"Drama, Fantasy, Mystery",100,"France, Germany",5.7,340,1039016,10
2009,"Horror, Romance",90,Thailand,5.3,130,1039707,4
2014,Drama,127,Sweden,6.1,799,1041599,8
2006,Comedy,92,Poland,5.1,1242,1042436,
1980,"Biography, Drama, Music",129,USA,6.9,609,1047454,11
2001,Comedy,100,Mexico,6.6,106,1049255,
2004,"Comedy, Romance",93,"Spain, Argentina, Portugal, UK",6.9,1632,1050376,53
2013,"Horror, Thriller",97,Turkey,4,871,1052403,3
2003,"Comedy, Drama",121,Hong Kong,6,244,1053325,1
1988,Drama,109,France,6.9,1673,1055416,10
2014,"Comedy, Drama",96,France,5.1,156,1057384,3
2009,"Comedy, Crime",95,Greece,5.2,229,1059095,3
2010,"Comedy, Musical",96,"Spain, Colombia",4.7,341,1059788,4
2014,Drama,110,USA,6.4,1792,1064454,9
2012,"Crime, Drama",98,"China, France",6.5,863,1064669,24
2001,Comedy,90,Hong Kong,6,139,1065895,1
2010,"Horror, Mystery, Thriller",92,USA,4.9,24208,1068682,143
2013,"Action, Drama, Thriller",91,"USA, Belgium, Bulgaria",5.4,34215,1071322,75
2016,"Drama, War",94,"France, Belgium",7,841,1072710,18
2004,"Drama, War",98,"Iran, France, Iraq",8.1,16722,1075553,119
2003,"Thriller, Drama",120,"Canada, France, UK",6.2,4695,1079822,43
2009,"Mystery, Sci-Fi, Thriller",103,USA,3.6,12743,1079949,86
2009,Comedy,90,France,6.4,604,1084126,11
2016,Comedy,107,Turkey,6.3,1771,1085674,2
1988,"Drama, Music",100,Belgium,7.1,804,1086894,9
2003,"Crime, Drama, Sport",110,"France, Switzerland",3.6,577,1090565,6
2015,"Comedy, Drama",98,Spain,6,1663,1091902,12
2011,"Drama, History",110,Belgium,7,1011,1095917,2
2013,"Comedy, Sport",97,France,5.5,550,1097113,14
2014,Thriller,91,USA,5.6,8988,1100432,84
2002,"Comedy, Romance",100,"Italy, Canada",6.5,1493,1101229,6
1995,Drama,103,"Spain, France",7,9592,1104622,45
2014,"Adventure, Romance",112,South Africa,6.7,652,1106034,1
2010,"Drama, Family",115,"India, Australia",5.6,2678,1106491,11
2003,"Comedy, Drama, Family",103,"France, Belgium, Spain",5.3,268,1110634,4
2016,"Comedy, Drama, Family",86,Netherlands,6.4,179,1112059,1
2013,Drama,91,UK,7.3,10864,1114027,131
2011,"Crime, Drama, Thriller",104,Hong Kong,5.7,479,1119052,11
2008,Action,100,Russia,3.2,408,1121487,4
2010,"Drama, Horror, Thriller",115,South Korea,7.3,11943,1124187,104
2006,"Adventure, Drama",99,USA,4.9,3447,1127463,18
2013,"Drama, Thriller",102,Poland,6.6,2479,1127938,69
2009,"Comedy, Drama",79,Norway,6.7,2919,1128682,52
2012,Drama,115,"Italy, France",6.3,1462,1132939,58
2013,"Biography, Drama, Sport",113,Australia,6.3,4504,1135498,38
2003,"Horror, Drama",91,"Hong Kong, Thailand",2.9,314,1138468,10
2019,Comedy,60,Turkey,5.8,1353,1141689,2
2017,"Action, Thriller",107,"France, Belgium",6.1,2092,1144435,9
2008,"Drama, Sport",114,"USA, Dominican Republic",7.2,4477,1144438,100
2006,"Drama, Romance",155,India,5.2,3709,1149417,14
2011,"Drama, War",90,Poland,7.6,2901,1150283,11
2017,"Horror, Thriller",87,Canada,5.4,2975,1152247,36
2012,"Action, Thriller",129,India,6.2,9919,1155290,5
2012,Drama,160,Japan,6.5,222,1156284,
2002,"Action, Romance, Sci-Fi",88,Hong Kong,4,353,1158912,5
2012,"Comedy, Romance",83,"France, Italy",5.5,353,1160375,11
2008,"Comedy, Drama",120,India,5.8,615,1162680,3
2004,"Comedy, Drama",112,USA,7.5,1353,1163450,8
2009,"Action, Crime, Thriller",118,"Sweden, Germany",6.9,3179,1167869,3
2013,"Drama, Romance",140,India,7.6,27448,1171761,22
2011,"Comedy, Crime, Drama",138,India,3.8,3109,1172240,13
